prev6	0	-2	0	0	0	4	1	0	1	1574	
prev6	0	-2	1	0	0	9	1	0	1	1941	
prev6	0	-2	2	0	0	16	0	1	1	4253	
prev6	0	-2	3	0	0	16	1	0	1	964	
prev6	0	-2	4	0	0	9	1	0	1	1933	
prev6	0	-2	5	0	0	16	1	0	1	3887	
prev6	0	-2	6	0	0	16	1	0	1	2788	
prev6	0	-2	7	0	0	9	1	0	1	1582	
prev6	0	-2	8	0	0	16	1	1	0	2934	
prev6	0	-2	9	0	0	16	1	0	1	1985	
prev6	0	-2	10	0	0	4	0	1	1	2973	
prev6	0	-2	11	0	0	16	1	0	1	5510	
